ChEMBLID;Smiles;Standard_Value;pChEMBL_Value
CHEMBL4763673;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(C)cc2)c(F)c1;20;8.698970004
CHEMBL3730858;COc1ccc(C)cc1CNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;250000;4.602059991
CHEMBL3727532;CC(=O)c1cccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)c1;83500;5.078313525
CHEMBL3733340;NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@H]2C=C[C@@H]1C21CC1;300;7.522878745
CHEMBL3728245;NCCCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;6;9.214670165
CHEMBL3732601;NCc1cccc(CNC(=O)[C@H]2[C@H](C(=O)NCc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)c1;590;7.229147988
CHEMBL3728499;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2F)[C@@H]2CC[C@H]1C21CC1;710;7.148741651
CHEMBL3729600;CN(C)CCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;610;7.214670165
CHEMBL3589947;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccnc(F)c3)CCCCC2)cc1;16000;5.795880017
CHEMBL4173297;O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC1(c2ccccc2)CC1;76000;5.119186408
CHEMBL4758129;N#Cc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1;97;8.013228266
CHEMBL4758920;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cc2)c(F)c1;1;9.958607315
CHEMBL4444413;COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1;;#NUM!
CHEMBL1290698;COc1ccc2[nH]c(SCC(=O)Nc3ccc(OC)c(OC)c3)nc2c1;47000;5.327902142
CHEMBL3590207;CCOC(=O)C1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)Nc2ccc(Br)cc2)CC1;1600;6.795880017
CHEMBL3588928;CSc1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCCCC2)cc1;3000;6.522878745
CHEMBL4761978;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cncnc1)C1CCCC1;63300;5.19859629
CHEMBL4755656;CC(=O)c1coc(Cn2ccc(NC(=O)c3ncoc3-c3ccccc3)n2)n1;100;8
CHEMBL4455225;COC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1;109000;4.962573502
CHEMBL3730451;Cl.O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2cnc(Br)cn2)[C@@H]2C=C[C@H]1C21CC1;79;8.102372909
CHEMBL3731251;O=C(NCCCc1nc2ccccc2[nH]1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;1740;6.759450752
CHEMBL3731379;CC(=O)c1nc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)co1;1530;6.815308569
CHEMBL3729738;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(OC(F)(F)F)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;12600;5.899629455
CHEMBL3729552;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;64;8.193820026
CHEMBL3727461;CC(=O)c1ncc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)s1;9940;6.002613616
CHEMBL3730852;CNC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;32;8.494850022
CHEMBL3728644;O=C(NCCCCN1CCOCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;5;9.27572413
CHEMBL3729082;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;240;7.619788758
CHEMBL3727417;Cc1cc(C)n(CCC(=O)NC[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)n1;130;7.886056648
CHEMBL3729760;Cn1c(CCNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)nc2ccccc21;250000;4.602059991
CHEMBL3730358;CC(=O)CCCCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;950;7.022276395
CHEMBL3732930;CCCCCNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;790;7.102372909
CHEMBL3731671;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;4;9.455931956
CHEMBL4169174;COc1ccc(NC(=O)N[C@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL4166385;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(C)c(F)c3)CC2)cc1;163000;4.787812396
CHEMBL4170201;COc1ccc(NC(=O)N[C@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;18000;5.744727495
CHEMBL4159569;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;34000;5.468521083
CHEMBL4789579;COc1ccc(NC(=O)N[C@@H]2C(=O)NC[C@H]2c2c(F)cc(OC)cc2F)cc1;32;8.494850022
CHEMBL4776349;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)c(O)c2)c(F)c1;1;10.30103
CHEMBL4161249;COc1ccc(NC(=O)N[C@@H](Cc2ccc(C#N)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL4161887;Cc1ccc(C2(CNC(=O)[C@@H](Cc3ccc(C#N)cc3)NC(=O)Nc3ccc(F)cc3)CC2)cc1F;;#NUM!
CHEMBL379761;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C;440;7.356547324
CHEMBL3731133;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;150;7.823908741
CHEMBL3728125;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Cl)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;310;7.508638306
CHEMBL3731035;CCN1CCN(CCCCNC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;23;8.638272164
CHEMBL3732650;Cc1cc(C(=O)N(C)C[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)nn1C;3030;6.518557371
CHEMBL3732583;CN(C[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1)C(=O)Cc1ccccc1Cl;2980;6.525783736
CHEMBL4794472;Cc1ccc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)cn1;6000;6.22184875
CHEMBL4781596;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1;1;9.853871964
CHEMBL4784510;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1;50;8.301029996
CHEMBL4762142;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CCCC1;7400;6.13076828
CHEMBL4791407;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CCOCC1;41700;5.379863945
CHEMBL4748148;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnn1)C1CCCC1;14100;5.850780887
CHEMBL4779558;O=C(Nc1ccc(Br)cc1)N[C@@H](CC1CC1)C(=O)Nc1cccnc1;13500;5.869666232
CHEMBL4757408;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1CCOCC1)C1CCCC1;100000;5
CHEMBL4753713;COc1cnc([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1;4;9.443697499
CHEMBL4793549;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1CNC1)C1CCCC1;38500;5.41453927
CHEMBL4762222;O=C(CNC(=O)Nc1ccc(Br)cc1)Nc1cccnc1;100000;5
CHEMBL4748148;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnn1)C1CCCC1;700;7.15490196
CHEMBL4168567;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CC2)cc1;1100;6.958607315
CHEMBL3589947;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccnc(F)c3)CCCCC2)cc1;126000;4.899629455
CHEMBL3590069;COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CCCCC2)cc1;;#NUM!
CHEMBL4465341;COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1;;#NUM!
CHEMBL4756217;COc1ccc([C@@H]2NC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cc2)cc1;1000;7
CHEMBL4761559;CC(C)n1cc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)cn1;11000;5.958607315
CHEMBL4797594;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2cccnc2)CCCC1;2500;6.602059991
CHEMBL4739971;Cc1cncc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)c1;17500;5.756961951
CHEMBL4742937;CC(C)C[C@H](NC(=O)Nc1ccc(Br)cc1)C(=O)Nc1cccnc1;42600;5.370590401
CHEMBL4793814;COc1ccc([C@@H]2CNC(=O)[C@@H]2NC(=O)Nc2ccc(Cl)cc2)cc1;9;9.040958608
CHEMBL4740375;COc1ccc(C2CNC(=O)C2NC(=O)Nc2ccc(Cl)cc2)cc1;46;8.337242168
CHEMBL4797598;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2F)c(F)c1;430;7.366531544
CHEMBL1289260;COc1ccc(CCNC(=O)Nc2ccc(Cl)cc2)cc1;9900;6.004364805
CHEMBL4760555;COc1ccc(CC(CO)NC(=O)Nc2ccc(Cl)cc2)cc1;68;8.167491087
CHEMBL4749577;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2cc3ccccc3s2)c(F)c1;8;9.119186408
CHEMBL3727812;O=C(NCCO)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;61;8.214670165
CHEMBL3731297;O=C(NCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;49;8.30980392
CHEMBL3727847;Cc1nonc1CNC(=O)[C@H]1[C@H](C(=O)NCCCCN2CCCC2)[C@H]2C=C[C@@H]1C21CC1;77100;5.112945622
CHEMBL3731244;CC(=O)c1nc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)cs1;32300;5.490797478
CHEMBL3729697;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2c(F)cc(F)cc2F)[C@@H]2C=C[C@H]1C21CC1;15400;5.812479279
CHEMBL3732345;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccc(Br)c(F)c2F)[C@@H]2C=C[C@H]1C21CC1;400;7.397940009
CHEMBL3730548;O=C(NC1CCNCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;170;7.769551079
CHEMBL3729342;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2c(F)cc(Br)cc2F)[C@@H]2C=C[C@H]1C21CC1;280;7.552841969
CHEMBL3733076;CC(=O)c1csc(CNC(=O)[C@H]2[C@H](C(=O)NCCCN(C)C)[C@H]3C=C[C@@H]2C32CC2)n1;2880;6.540607512
CHEMBL3730873;Cc1cc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)no1.Cl;400;7.397940009
CHEMBL3730675;O=C(NC1CCN(Cc2ccccc2)CC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1230;6.910094889
CHEMBL3732008;O=C(NCC(c1ccccc1)N1CCOCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;800;7.096910013
CHEMBL3732502;CC(C)CCN1CCC(NC(=O)[C@H]2[C@H](C(=O)Nc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)CC1;580;7.236572006
CHEMBL4161946;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CC2)cc1;65000;5.187086643
CHEMBL4162930;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;39000;5.408935393
CHEMBL4176353;O=C(Nc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC1(c2ccccc2)CC1;15000;5.823908741
CHEMBL4162303;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc([N+](=O)[O-])cc2)C(=O)NCC2(c3ccccc3)CC2)cc1;41000;5.387216143
CHEMBL4164673;O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@@H](Cc1cccnc1)C(=O)NCC1(c2ccccc2)CC1;7300;6.13667714
CHEMBL4170646;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(OC(F)(F)F)cc3)CC2)cc1;;#NUM!
CHEMBL4173645;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)NCC2(c3ccc(F)c(Cl)c3)CC2)cc1;13000;5.886056648
CHEMBL5080179;CC(C)(C)OC(=O)N1CC(N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;4100;6.387216143
CHEMBL5207660;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3cccc(Cl)c3)o2)c(F)c1;100000;5
CHEMBL5088283;N#Cc1ccc(NC(=O)NC2CCN(c3ccccc3F)C2=O)cc1;150000;4.823908741
CHEMBL3932747;COc1cccc(-c2oc(C)nc2C(=O)Nc2cnn(Cc3nc(C(C)(C)O)co3)n2)c1;127;7.896196279
CHEMBL4784400;COc1ccc([C@@H]2CCNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)cc2)cc1;1;9.958607315
CHEMBL5185462;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3cccnc32)cc1;1600;6.795880017
CHEMBL4779714;Cc1nn(C)cc1NC(=O)C1(NC(=O)Nc2ccc(Br)cc2)CCCC1;890;7.050609993
CHEMBL3590074;COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccn3)CCCCC2)cc1;3100;6.508638306
CHEMBL5076914;O=C(Nc1ccc(Br)cc1)NC1CCN(c2ccccc2)C1=O;4300;6.366531544
CHEMBL4763824;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2cccc(F)c2)c(F)c1;10;9.022276395
CHEMBL4742149;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(C#N)cc2)c(F)c1;8;9.107905397
CHEMBL4762030;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)c(F)c2)c(F)c1;2;9.795880017
CHEMBL4790836;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(C)c(O)c2)c(F)c1;1;10.1079054
CHEMBL5190385;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(Cl)cc3)o2)c(F)c1;320;7.494850022
CHEMBL5180535;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccccc3Cl)o2)c(F)c1;100000;5
CHEMBL5090603;CC(C)(C)OC(=O)N1CCC(CN2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)CC1;4000;6.397940009
CHEMBL5180261;CC1(C)CN(C(=O)[C@@H](Cc2ccc(C#N)cc2)NC(=O)Nc2ccc(F)cc2)c2ccccc21;69000;5.161150909
CHEMBL4759517;O=C(Nc1ccc(Br)cc1)NC(C(=O)NCC1CCCO1)C1CCCC1;5400;6.26760624
CHEMBL4757032;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1COC1)C1CCCC1;100000;5
CHEMBL5085435;O=C(Nc1ccc(Br)cc1)NC1CCN(CC2CCN(Cc3ccccc3)CC2)C1=O;22500;5.647817482
CHEMBL5185842;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3cc(Cl)cnc3[nH]2)c(F)c1;400;7.397940009
CHEMBL5084515;CC1CC(NC(=O)NCc2nccn2C)C(=O)N1c1ccccc1;;#NUM!
CHEMBL5090603;CC(C)(C)OC(=O)N1CCC(CN2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)CC1;21600;5.665546249
CHEMBL379761;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C;955;7.019996628
CHEMBL4752145;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2ccccn2)CCCC1;100000;5
CHEMBL4756434;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CC1;970;7.013228266
CHEMBL4743451;CN1CCC(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)CC1;16000;5.795880017
CHEMBL4782531;COc1ccc(CC(C)NC(=O)Nc2ccc(Cl)cc2)cc1;230;7.638272164
CHEMBL4784510;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1;1300;6.886056648
CHEMBL4785302;CC(C)C[C@H](NC(=O)Nc1ccc(Br)cc1)C(=O)NCC(=O)O;9;9.055517328
CHEMBL4747556;O=C(Nc1ccc(Br)nc1)C1C(C(=O)NC2CCNCC2)C2CCC1C21CC1;29;8.537602002
CHEMBL4757408;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1CCOCC1)C1CCCC1;6000;6.22184875
CHEMBL4754119;Cc1nn(C)cc1NC(=O)C(NC(=O)Nc1ccc(Br)cc1)C1CCCC1;4800;6.318758763
CHEMBL4753061;CC(C)n1cc(NC(=O)C(NC(=O)Nc2ccc(Br)cc2)C2CCCC2)cn1;12400;5.906578315
CHEMBL4751781;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2cncnc2)CCCC1;3660;6.436518915
CHEMBL4751781;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2cncnc2)CCCC1;72700;5.138465589
CHEMBL4786842;O=C(Nc1ccc(Br)cc1)NC1(C(=O)NCc2nn[nH]n2)CCCC1;100000;5
CHEMBL4761978;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cncnc1)C1CCCC1;8000;6.096910013
CHEMBL5077704;CC(NC(=O)NC1CC(C)N(c2ccccc2)C1=O)c1ccncc1;;#NUM!
CHEMBL3727426;COCCN(CCOC)C(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;61;8.214670165
CHEMBL3731469;O=C(NCCF)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;27;8.568636236
CHEMBL3731461;O=C(NCCCO)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;10;9
CHEMBL3729214;CC(C)CNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;2;9.619788758
CHEMBL3729306;O=C(N[C@@H]1CC[C@@H](CN2CCCC2)OC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;27;8.568636236
CHEMBL3732009;O=C(/C=C/c1ccccc1)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;6970;6.156767222
CHEMBL3729198;CC(C)C(=O)NC[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;1250;6.903089987
CHEMBL3730690;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)Nc2nc3ccc(Cl)cc3s2)[C@@H]2C=C[C@H]1C21CC1;100000;5
CHEMBL3728843;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2ccco2)[C@@H]2C=C[C@H]1C21CC1;1730;6.761953897
CHEMBL3733176;N#Cc1cnc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)s1;1660;6.779891912
CHEMBL3728471;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCC2CCCCC2)[C@@H]2C=C[C@H]1C21CC1;600;7.22184875
CHEMBL3729487;O=C(NCC1CCCO1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;15;8.823908741
CHEMBL4762142;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CCCC1;200;7.698970004
CHEMBL4786842;O=C(Nc1ccc(Br)cc1)NC1(C(=O)NCc2nn[nH]n2)CCCC1;2720;6.565431096
CHEMBL4793549;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1CNC1)C1CCCC1;5000;6.301029996
CHEMBL5175543;CC1(C)CN(C(=O)[C@H](Cc2ccc(C#N)cc2)NC(=O)Nc2ccc(F)cc2)c2ccccc21;23000;5.638272164
CHEMBL5199629;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3cc(F)ccc32)cc1;1600;6.795880017
CHEMBL5185982;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccc(F)cc32)cc1;3800;6.420216403
CHEMBL5187530;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCCC2)cc1;9800;6.008773924
CHEMBL5085818;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)C2)C1=O;3700;6.431798276
CHEMBL5076199;Cc1nn(-c2ccccc2)c(C)c1N1CCC(NC(=O)Nc2ccc(Br)cc2)C1=O;2800;6.552841969
CHEMBL5084374;O=C(Nc1ccc(Br)cc1)NC1CCN(CC2CCNCC2)C1=O;2700;6.568636236
CHEMBL5076199;Cc1nn(-c2ccccc2)c(C)c1N1CCC(NC(=O)Nc2ccc(Br)cc2)C1=O;4000;6.397940009
CHEMBL5083494;CC(NC(=O)NC1CCN(c2ccccc2)C1=O)c1ccncc1;;#NUM!
CHEMBL5078594;Cc1nn(C)cc1N1CCC(NC(=O)Nc2ccc(Br)cc2)C1=O;7400;6.13076828
CHEMBL5079187;O=C(Nc1ccc(Br)cc1)NC1CCN(c2cnn(-c3ccccc3)c2)C1=O;;#NUM!
CHEMBL5085666;O=C(Nc1ccc(Br)cc1)NC1CCN(c2ccc(F)cc2)C1=O;5100;6.292429824
CHEMBL5084374;O=C(Nc1ccc(Br)cc1)NC1CCN(CC2CCNCC2)C1=O;32900;5.482804102
CHEMBL3730231;CCN(CC)CCNC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;340;7.468521083
CHEMBL3733280;C[C@H](NC(=O)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1)C(N)=O;260;7.585026652
CHEMBL3730665;O=C(N[C@H]1CC[C@@H](CO)CC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;610;7.214670165
CHEMBL3729977;O=C(NCCOCCO)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;110;7.958607315
CHEMBL3732090;O=C(NCCC(F)CN1CCCC1)[C@H]1[C@H](C(=O)Nc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1.O=CO;50;8.301029996
CHEMBL3728437;NCc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCc3ccc(Br)cc3)[C@@H]3C=C[C@H]2C32CC2)cc1;3670;6.435333936
CHEMBL3732166;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2CC[C@H]1C21CC1;1130;6.946921557
CHEMBL3731595;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2c(F)ccc(F)c2Cl)[C@@H]2C=C[C@H]1C21CC1;250000;4.602059991
CHEMBL5087410;CC(C)(C)OC(=O)N1CCC[C@H](N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;600;7.22184875
CHEMBL5078594;Cc1nn(C)cc1N1CCC(NC(=O)Nc2ccc(Br)cc2)C1=O;1420;6.847711656
CHEMBL5084099;CC(C)n1cc(N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)cn1;8840;6.053547735
CHEMBL5080179;CC(C)(C)OC(=O)N1CC(N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;23500;5.628932138
CHEMBL3730506;CN1CCN(CCCNC(=O)[C@H]2[C@H](C(=O)Nc3ncc(Br)s3)[C@@H]3C=C[C@H]2C32CC2)CC1;490;7.30980392
CHEMBL5085435;O=C(Nc1ccc(Br)cc1)NC1CCN(CC2CCN(Cc3ccccc3)CC2)C1=O;2500;6.602059991
CHEMBL5087410;CC(C)(C)OC(=O)N1CCC[C@H](N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;1300;6.886056648
CHEMBL5084705;Cn1cc(N2CCC(NC(=O)NCc3cc(F)cc(F)c3)C2=O)cn1;;#NUM!
CHEMBL5085818;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)C2)C1=O;13700;5.863279433
CHEMBL5087410;CC(C)(C)OC(=O)N1CCC[C@H](N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)C1;5500;6.259637311
CHEMBL5084515;CC1CC(NC(=O)NCc2nccn2C)C(=O)N1c1ccccc1;;#NUM!
CHEMBL3459158;COc1ccc(CNC(=O)NC2CCN(c3ccccc3)C2=O)cc1;;#NUM!
